neuron_idx,correlation,abs_correlation,sae_idx,sae_config,is_interpreted,umap_x,umap_y
443,0.14981961584814812,0.14981961584814812,2,"(64, 4)",False,1.9954458,8.119906
268,0.1495659974243586,0.1495659974243586,1,"(128, 6)",False,9.079343,7.515678
445,-0.1490827338390121,0.1490827338390121,2,"(64, 4)",False,2.854905,6.611987
291,0.14894065613725183,0.14894065613725183,1,"(128, 6)",False,4.718038,7.1107063
307,0.1488781078871678,0.1488781078871678,1,"(128, 6)",False,3.7057993,8.751938
18,-0.14845762490939227,0.14845762490939227,0,"(256, 8)",True,8.687218,6.333242
390,-0.14794164603390997,0.14794164603390997,2,"(64, 4)",True,2.7346308,6.4409595
400,-0.14754414517745346,0.14754414517745346,2,"(64, 4)",False,3.3756058,8.560178
63,0.14742722796230695,0.14742722796230695,0,"(256, 8)",True,10.5205345,7.2722645
19,0.14700368207652606,0.14700368207652606,0,"(256, 8)",False,11.567888,8.59735
386,0.14553636768023592,0.14553636768023592,2,"(64, 4)",False,2.6626859,8.58303
163,0.14524406893604574,0.14524406893604574,0,"(256, 8)",False,9.168368,5.064938
114,-0.14463710840361052,0.14463710840361052,0,"(256, 8)",False,5.3886623,8.708528
322,-0.1429248940224188,0.1429248940224188,1,"(128, 6)",False,2.5842443,7.948544
365,0.14185076235366045,0.14185076235366045,1,"(128, 6)",False,5.7057543,8.902952
317,-0.14111687855120122,0.14111687855120122,1,"(128, 6)",False,8.722083,6.2574315
27,0.1411147081890104,0.1411147081890104,0,"(256, 8)",False,5.0684776,7.3058124
277,-0.140621394692929,0.140621394692929,1,"(128, 6)",False,6.4668875,6.4054103
421,-0.14005254053854183,0.14005254053854183,2,"(64, 4)",True,2.5662506,7.2266817
206,0.13962060691347805,0.13962060691347805,0,"(256, 8)",False,12.026599,8.457409
376,0.13933978028721014,0.13933978028721014,1,"(128, 6)",False,2.3885705,7.983628
441,-0.139290605766195,0.139290605766195,2,"(64, 4)",False,2.6456,6.3341484
171,-0.13921965048525112,0.13921965048525112,0,"(256, 8)",False,9.849021,8.307031
197,0.1391645068274271,0.1391645068274271,0,"(256, 8)",False,9.434505,5.3294334
308,-0.13907704477152727,0.13907704477152727,1,"(128, 6)",False,10.107504,6.3603544
210,0.138999248450332,0.138999248450332,0,"(256, 8)",False,11.195795,8.291289
165,-0.13843447829900585,0.13843447829900585,0,"(256, 8)",True,11.003333,7.786169
351,-0.13727933417640278,0.13727933417640278,1,"(128, 6)",False,6.59216,6.290111
368,0.13720533248430217,0.13720533248430217,1,"(128, 6)",False,6.449126,8.822766
34,-0.13663893422461534,0.13663893422461534,0,"(256, 8)",False,9.7476225,8.160307
425,0.13560731906990398,0.13560731906990398,2,"(64, 4)",False,6.2249155,8.288174
352,-0.13471048160973853,0.13471048160973853,1,"(128, 6)",True,7.202682,3.9793441
146,-0.13468222381762268,0.13468222381762268,0,"(256, 8)",False,12.391591,8.270405
187,0.13446784117172977,0.13446784117172977,0,"(256, 8)",False,10.220455,4.8574057
191,-0.13373941499998077,0.13373941499998077,0,"(256, 8)",True,12.083065,7.67417
284,-0.13366400052245433,0.13366400052245433,1,"(128, 6)",False,5.854581,7.0920444
228,0.13330521131378312,0.13330521131378312,0,"(256, 8)",False,12.639872,8.154764
71,0.13300941520906467,0.13300941520906467,0,"(256, 8)",True,8.035972,4.813247
288,0.13289187947829428,0.13289187947829428,1,"(128, 6)",False,7.2376957,9.18261
391,-0.13261215002835125,0.13261215002835125,2,"(64, 4)",False,6.1642656,5.2309074
430,-0.13243792800913795,0.13243792800913795,2,"(64, 4)",True,2.6451278,6.3614583
235,-0.13234214314029702,0.13234214314029702,0,"(256, 8)",False,9.147225,7.491533
113,-0.13208233153133786,0.13208233153133786,0,"(256, 8)",False,7.891752,4.666006
135,-0.1320006308168759,0.1320006308168759,0,"(256, 8)",False,10.60676,4.8630905
256,-0.13184051328872068,0.13184051328872068,1,"(128, 6)",False,11.396104,5.3486853
426,0.13175334627269852,0.13175334627269852,2,"(64, 4)",False,2.3045282,7.497924
361,0.1315020188826455,0.1315020188826455,1,"(128, 6)",False,5.876943,7.9743395
374,-0.13131149820427251,0.13131149820427251,1,"(128, 6)",False,2.844951,6.4987574
170,-0.13079870292181778,0.13079870292181778,0,"(256, 8)",False,6.2268,7.1893015
180,-0.13065032799132226,0.13065032799132226,0,"(256, 8)",True,10.14932,5.54417
253,0.13042156389884474,0.13042156389884474,0,"(256, 8)",False,10.952636,8.4692545
119,-0.12990022619824054,0.12990022619824054,0,"(256, 8)",True,11.21081,7.838078
66,-0.12953141939383406,0.12953141939383406,0,"(256, 8)",False,7.804569,4.7390943
242,0.12876721021322213,0.12876721021322213,0,"(256, 8)",False,12.486626,8.411508
56,-0.1286978030895834,0.1286978030895834,0,"(256, 8)",False,9.942087,3.2552176
51,-0.12841368666233088,0.12841368666233088,0,"(256, 8)",False,13.334714,7.2372394
199,-0.12764408287332252,0.12764408287332252,0,"(256, 8)",False,12.190657,8.675691
233,0.12731217540885675,0.12731217540885675,0,"(256, 8)",True,12.222454,7.7979913
265,-0.1270867408009777,0.1270867408009777,1,"(128, 6)",True,8.094316,4.6945667
442,-0.12584680525859498,0.12584680525859498,2,"(64, 4)",False,3.8360898,6.734332
226,-0.12569390042589468,0.12569390042589468,0,"(256, 8)",False,12.21595,7.404171
418,-0.12546988504618783,0.12546988504618783,2,"(64, 4)",False,2.2975404,7.8823185
222,0.12546928812762315,0.12546928812762315,0,"(256, 8)",False,9.496642,8.253992
358,-0.1254050429756049,0.1254050429756049,1,"(128, 6)",True,4.043326,7.7334976
181,-0.12531250778830538,0.12531250778830538,0,"(256, 8)",False,5.9835906,8.367425
109,-0.12440498589381369,0.12440498589381369,0,"(256, 8)",False,9.142152,6.8300667
289,-0.12375384515809383,0.12375384515809383,1,"(128, 6)",False,2.5291688,6.4406333
362,0.12360547508111097,0.12360547508111097,1,"(128, 6)",False,3.7907782,7.3066573
121,-0.12310561134855351,0.12310561134855351,0,"(256, 8)",False,11.125174,8.463029
36,-0.12303408346089723,0.12303408346089723,0,"(256, 8)",False,5.393478,7.142926
196,0.12298967056399003,0.12298967056399003,0,"(256, 8)",False,12.157786,6.504285
186,-0.12238753412476952,0.12238753412476952,0,"(256, 8)",False,2.63563,6.295805
285,-0.12234615853068351,0.12234615853068351,1,"(128, 6)",False,8.771458,6.392428
72,-0.12227069186138304,0.12227069186138304,0,"(256, 8)",True,11.03742,8.011795
360,0.12150725916906091,0.12150725916906091,1,"(128, 6)",True,5.5693345,7.4569616
371,-0.12118674364278448,0.12118674364278448,1,"(128, 6)",True,3.5587342,6.9651747
299,-0.12089160260544364,0.12089160260544364,1,"(128, 6)",False,2.8693097,7.0733953
116,0.12081491321478538,0.12081491321478538,0,"(256, 8)",False,10.205125,7.145724
33,-0.12057967405061173,0.12057967405061173,0,"(256, 8)",True,10.089556,7.7333074
16,-0.12027579206025225,0.12027579206025225,0,"(256, 8)",False,10.18272,5.331847
169,0.12015986693841385,0.12015986693841385,0,"(256, 8)",False,4.8223796,7.4022927
188,-0.11923083413788017,0.11923083413788017,0,"(256, 8)",True,9.649809,7.864647
414,-0.11863581526363631,0.11863581526363631,2,"(64, 4)",True,3.7351744,6.887009
343,-0.11856740643760162,0.11856740643760162,1,"(128, 6)",False,9.632033,6.6939144
142,-0.1178012685436881,0.1178012685436881,0,"(256, 8)",False,11.485711,5.5104556
381,0.1176083851240318,0.1176083851240318,1,"(128, 6)",False,4.200122,7.607512
77,-0.11727935587078275,0.11727935587078275,0,"(256, 8)",False,11.421431,6.397182
0,-0.11658491341711313,0.11658491341711313,0,"(256, 8)",False,12.656911,8.352412
43,-0.11620358903720701,0.11620358903720701,0,"(256, 8)",False,11.534668,6.368917
407,-0.11595079412802314,0.11595079412802314,2,"(64, 4)",False,2.3878658,7.949276
255,-0.11588395298080098,0.11588395298080098,0,"(256, 8)",False,12.130583,8.236341
158,0.11535761904713188,0.11535761904713188,0,"(256, 8)",True,10.28997,5.8346496
223,-0.11535740257298352,0.11535740257298352,0,"(256, 8)",False,11.16448,5.1218643
218,-0.11473149226552204,0.11473149226552204,0,"(256, 8)",False,13.233354,8.119399
269,-0.11464459980572034,0.11464459980572034,1,"(128, 6)",False,8.327704,2.0551934
404,0.11410894573948728,0.11410894573948728,2,"(64, 4)",True,2.695879,6.5505104
178,-0.11384795686574951,0.11384795686574951,0,"(256, 8)",True,3.9260824,7.6996427
316,-0.11378370298745867,0.11378370298745867,1,"(128, 6)",False,2.1040924,7.126305
446,-0.11309927136227751,0.11309927136227751,2,"(64, 4)",False,8.857827,6.507076
79,-0.11254513320017666,0.11254513320017666,0,"(256, 8)",True,9.818735,2.708184
173,-0.11197953468706842,0.11197953468706842,0,"(256, 8)",True,8.699895,6.410264
250,-0.11172576756646954,0.11172576756646954,0,"(256, 8)",False,12.164168,7.362368
229,0.11147918187323684,0.11147918187323684,0,"(256, 8)",False,4.950048,7.349994
314,-0.11140160645636127,0.11140160645636127,1,"(128, 6)",False,4.786745,8.966291
252,0.111335052250839,0.111335052250839,0,"(256, 8)",False,6.3034368,6.1504345
129,-0.11089673756621218,0.11089673756621218,0,"(256, 8)",False,5.6835747,8.603865
65,-0.11085313622625592,0.11085313622625592,0,"(256, 8)",False,5.543507,8.870973
303,-0.1105724690370019,0.1105724690370019,1,"(128, 6)",True,12.025819,7.15647
420,0.11018905492397676,0.11018905492397676,2,"(64, 4)",False,5.5108852,7.0483885
147,-0.11013475355187946,0.11013475355187946,0,"(256, 8)",True,9.994822,3.690956
192,-0.109622652331931,0.109622652331931,0,"(256, 8)",False,7.1448665,3.844903
94,-0.1086854010126242,0.1086854010126242,0,"(256, 8)",False,7.083167,4.3189096
384,0.10780235980405452,0.10780235980405452,2,"(64, 4)",False,4.3369093,7.664124
42,-0.10760816331557771,0.10760816331557771,0,"(256, 8)",False,7.1000447,4.327121
321,-0.10758244808041381,0.10758244808041381,1,"(128, 6)",False,4.2665014,7.7247486
11,0.10701709309261587,0.10701709309261587,0,"(256, 8)",False,6.9187174,8.680586
257,0.10685353900933832,0.10685353900933832,1,"(128, 6)",False,5.456828,8.731162
155,-0.10644453132254988,0.10644453132254988,0,"(256, 8)",False,10.07908,3.3616843
110,-0.1061870146700569,0.1061870146700569,0,"(256, 8)",True,12.470371,6.9577985
82,-0.10600061633219152,0.10600061633219152,0,"(256, 8)",False,9.947999,3.456168
280,-0.10503960863348694,0.10503960863348694,1,"(128, 6)",False,7.185099,4.281406
258,-0.10498567643269431,0.10498567643269431,1,"(128, 6)",True,6.220145,4.938635
24,0.10498216241908807,0.10498216241908807,0,"(256, 8)",False,11.206879,8.017958
15,0.10497742736707658,0.10497742736707658,0,"(256, 8)",True,5.739875,8.981004
160,-0.10466725370827842,0.10466725370827842,0,"(256, 8)",False,13.595843,7.0265026
357,-0.1045700101095911,0.1045700101095911,1,"(128, 6)",False,5.308759,7.2405825
304,0.1041098907756843,0.1041098907756843,1,"(128, 6)",False,7.7324405,2.327235
95,0.10328192403884164,0.10328192403884164,0,"(256, 8)",False,9.484567,3.113847
68,-0.1029294331128308,0.1029294331128308,0,"(256, 8)",False,8.023896,4.045443
247,-0.10287790035393385,0.10287790035393385,0,"(256, 8)",False,10.681308,4.918279
117,0.10242915897407848,0.10242915897407848,0,"(256, 8)",True,6.2670746,7.2359943
83,0.10223807590483447,0.10223807590483447,0,"(256, 8)",False,13.293505,7.3991046
283,-0.10201964324177483,0.10201964324177483,1,"(128, 6)",False,3.9240718,6.783035
261,-0.10168428001591995,0.10168428001591995,1,"(128, 6)",False,8.437889,2.1410825
132,-0.10137729595489912,0.10137729595489912,0,"(256, 8)",True,6.088324,6.6569757
7,-0.10117183156302934,0.10117183156302934,0,"(256, 8)",False,9.204095,3.4574382
267,0.10028187724440281,0.10028187724440281,1,"(128, 6)",True,6.496915,8.563533
310,-0.09939961611584522,0.09939961611584522,1,"(128, 6)",False,9.60482,8.076555
64,-0.09887733633335412,0.09887733633335412,0,"(256, 8)",False,13.513407,7.88175
244,-0.0986539441552075,0.0986539441552075,0,"(256, 8)",False,7.357601,4.189125
22,0.09800360194296301,0.09800360194296301,0,"(256, 8)",False,11.675817,8.177308
128,-0.09767018132200275,0.09767018132200275,0,"(256, 8)",False,13.830305,7.342319
301,-0.09722323976686922,0.09722323976686922,1,"(128, 6)",True,5.422633,8.601619
273,-0.09715495908439867,0.09715495908439867,1,"(128, 6)",False,9.377236,3.511949
424,-0.09705218892303386,0.09705218892303386,2,"(64, 4)",False,8.0299,4.831345
40,0.09669126962925371,0.09669126962925371,0,"(256, 8)",False,10.561962,3.2569807
108,-0.09668902912050772,0.09668902912050772,0,"(256, 8)",False,9.348757,2.1626647
26,-0.09644751553162594,0.09644751553162594,0,"(256, 8)",True,10.380568,3.0675836
227,-0.09607820337310281,0.09607820337310281,0,"(256, 8)",False,10.559914,6.0574408
241,-0.09598751618618925,0.09598751618618925,0,"(256, 8)",False,13.101275,6.6720037
175,-0.09585731584210302,0.09585731584210302,0,"(256, 8)",False,9.672819,3.7830818
236,-0.09582001880593309,0.09582001880593309,0,"(256, 8)",False,12.541152,8.3933935
339,-0.09567027181276168,0.09567027181276168,1,"(128, 6)",False,8.190391,5.0645795
359,0.09545407650856294,0.09545407650856294,1,"(128, 6)",False,9.0798,6.5444083
78,0.09518229453956714,0.09518229453956714,0,"(256, 8)",False,13.369583,7.5729275
290,-0.09492624244411274,0.09492624244411274,1,"(128, 6)",False,7.167199,9.217837
373,-0.09407190560624443,0.09407190560624443,1,"(128, 6)",False,9.135056,2.2406104
115,0.0940413467040461,0.0940413467040461,0,"(256, 8)",True,7.876268,1.9350853
410,-0.09375388423668035,0.09375388423668035,2,"(64, 4)",False,5.0671606,7.414114
335,0.09364866542782918,0.09364866542782918,1,"(128, 6)",True,3.7425792,7.010916
97,-0.09360970899235047,0.09360970899235047,0,"(256, 8)",True,9.264411,1.9711013
379,0.0934765386815005,0.0934765386815005,1,"(128, 6)",False,3.574346,7.69655
86,0.0930006888648969,0.0930006888648969,0,"(256, 8)",False,13.178752,6.7890544
219,-0.09295871262568789,0.09295871262568789,0,"(256, 8)",False,8.5392685,2.0978644
278,-0.09276639525774943,0.09276639525774943,1,"(128, 6)",False,2.363371,7.926234
439,-0.09273094619032224,0.09273094619032224,2,"(64, 4)",False,6.196669,4.9463873
137,0.09245387225596916,0.09245387225596916,0,"(256, 8)",False,11.338488,8.415986
162,0.09244210165979641,0.09244210165979641,0,"(256, 8)",False,7.8102336,2.024298
126,-0.09200769868930736,0.09200769868930736,0,"(256, 8)",False,12.046061,8.721015
130,-0.09184157254683106,0.09184157254683106,0,"(256, 8)",False,11.652731,5.5968523
305,-0.09149098798465151,0.09149098798465151,1,"(128, 6)",False,6.857696,8.68176
341,0.09145005517602996,0.09145005517602996,1,"(128, 6)",True,8.365681,1.9314195
161,-0.09087036739848792,0.09087036739848792,0,"(256, 8)",False,10.753615,4.971308
294,-0.09076827492002669,0.09076827492002669,1,"(128, 6)",False,9.814724,2.8192031
31,-0.09050675814114448,0.09050675814114448,0,"(256, 8)",False,11.94884,5.8690085
84,-0.09023186715637564,0.09023186715637564,0,"(256, 8)",False,9.654219,6.844046
133,-0.0900771563875073,0.0900771563875073,0,"(256, 8)",False,13.851591,7.0700693
138,-0.09003790392523739,0.09003790392523739,0,"(256, 8)",False,8.170568,2.308395
345,0.0897924224829571,0.0897924224829571,1,"(128, 6)",False,7.7609167,2.0002577
234,-0.08978435181429309,0.08978435181429309,0,"(256, 8)",True,10.0188675,2.8582423
263,-0.08932698014995663,0.08932698014995663,1,"(128, 6)",False,6.3880453,6.194817
331,-0.08893514858283463,0.08893514858283463,1,"(128, 6)",False,8.449327,2.2272136
434,0.08874514326304897,0.08874514326304897,2,"(64, 4)",False,7.749057,2.0045078
264,0.08821894148865822,0.08821894148865822,1,"(128, 6)",False,5.6981964,7.808534
69,-0.08812602478804799,0.08812602478804799,0,"(256, 8)",False,10.338717,3.069072
203,-0.08705617872829015,0.08705617872829015,0,"(256, 8)",False,10.175661,4.007205
156,-0.08611813923534634,0.08611813923534634,0,"(256, 8)",False,10.354196,4.893327
32,0.0859893933259232,0.0859893933259232,0,"(256, 8)",False,8.013466,4.771465
356,-0.08501849057239988,0.08501849057239988,1,"(128, 6)",False,7.207683,3.986285
225,0.08450855714314338,0.08450855714314338,0,"(256, 8)",False,9.894222,6.8064246
131,0.08400794566606695,0.08400794566606695,0,"(256, 8)",False,11.146852,5.940325
204,-0.08329547781484077,0.08329547781484077,0,"(256, 8)",True,10.071395,3.2180989
30,-0.08320478498237217,0.08320478498237217,0,"(256, 8)",True,11.908572,6.381047
311,-0.08258523556836005,0.08258523556836005,1,"(128, 6)",True,6.4789424,6.295053
216,-0.08241429828873384,0.08241429828873384,0,"(256, 8)",False,9.879266,6.8296666
118,-0.08230383623588924,0.08230383623588924,0,"(256, 8)",False,13.29503,7.0096397
91,-0.08169352865383167,0.08169352865383167,0,"(256, 8)",False,8.970661,1.5909029
46,-0.08121960833728609,0.08121960833728609,0,"(256, 8)",False,9.792635,2.8834887
333,-0.08108880789372705,0.08108880789372705,1,"(128, 6)",False,10.221527,5.8540335
98,0.08053414965509001,0.08053414965509001,0,"(256, 8)",False,12.142037,8.632855
111,-0.08047546179124296,0.08047546179124296,0,"(256, 8)",False,9.416935,2.2377348
140,-0.08039193227583175,0.08039193227583175,0,"(256, 8)",False,7.946591,3.9887564
198,-0.07971568991460358,0.07971568991460358,0,"(256, 8)",False,9.8669615,4.0015607
122,-0.07941826519896902,0.07941826519896902,0,"(256, 8)",False,9.358648,2.3863406
45,-0.07862242390657198,0.07862242390657198,0,"(256, 8)",False,10.941969,5.400527
194,-0.07829875012964596,0.07829875012964596,0,"(256, 8)",False,13.568879,7.9714584
189,0.07739528043150433,0.07739528043150433,0,"(256, 8)",False,9.70294,7.632847
364,-0.07726242413809886,0.07726242413809886,1,"(128, 6)",False,9.928344,4.14494
75,0.07719324531720355,0.07719324531720355,0,"(256, 8)",False,11.4742565,7.898677
295,0.07699357220819839,0.07699357220819839,1,"(128, 6)",True,7.7969084,2.034869
120,0.07603596087009434,0.07603596087009434,0,"(256, 8)",False,13.654878,8.0495405
298,-0.0759592237867551,0.0759592237867551,1,"(128, 6)",True,8.370326,2.0772283
245,0.07530807282285189,0.07530807282285189,0,"(256, 8)",False,13.487374,8.062312
382,0.07450401407562816,0.07450401407562816,1,"(128, 6)",False,6.6707973,5.355519
211,-0.07432572707791549,0.07432572707791549,0,"(256, 8)",False,10.00154,3.473279
248,-0.0737098214719791,0.0737098214719791,0,"(256, 8)",False,13.911088,7.017617
39,-0.07328451531186317,0.07328451531186317,0,"(256, 8)",False,11.777029,6.3869634
151,0.07317537971433474,0.07317537971433474,0,"(256, 8)",False,9.886563,2.9413328
67,-0.07271184865470526,0.07271184865470526,0,"(256, 8)",False,9.420643,2.007141
395,0.07263584464885808,0.07263584464885808,2,"(64, 4)",False,7.7634387,2.1017668
92,-0.07230464018181176,0.07230464018181176,0,"(256, 8)",False,13.734974,6.807912
167,-0.07219565606495447,0.07219565606495447,0,"(256, 8)",False,8.830691,1.4399439
325,-0.07144111909620934,0.07144111909620934,1,"(128, 6)",False,9.778594,8.341756
172,-0.07140833583191991,0.07140833583191991,0,"(256, 8)",False,9.147749,1.791161
342,-0.07138844510060705,0.07138844510060705,1,"(128, 6)",False,9.9939575,3.774007
251,-0.07102607261656917,0.07102607261656917,0,"(256, 8)",True,9.398513,2.0142448
