neuron_idx,correlation,abs_correlation,sae_idx,sae_config,is_interpreted,umap_x,umap_y
366,0.07055441192822484,0.07055441192822484,1,"(128, 6)",False,8.082256,1.8151029
323,-0.07027697696980667,0.07027697696980667,1,"(128, 6)",False,6.9083123,8.357017
125,0.06996928507397303,0.06996928507397303,0,"(256, 8)",True,12.419842,7.281149
73,-0.06996741679810788,0.06996741679810788,0,"(256, 8)",False,6.6222544,5.7836204
287,-0.06987784716766864,0.06987784716766864,1,"(128, 6)",False,8.037848,4.042472
1,0.06936783972635231,0.06936783972635231,0,"(256, 8)",False,11.982441,8.544439
5,0.06928746279330288,0.06928746279330288,0,"(256, 8)",False,12.311473,7.237994
419,-0.06914911501870435,0.06914911501870435,2,"(64, 4)",False,3.4197872,6.880951
80,0.06850749644397935,0.06850749644397935,0,"(256, 8)",True,10.554278,2.9755347
214,0.06838253235236047,0.06838253235236047,0,"(256, 8)",True,9.378153,6.8826327
300,0.06824884265311364,0.06824884265311364,1,"(128, 6)",False,4.548861,9.131571
177,0.06764705278406566,0.06764705278406566,0,"(256, 8)",False,7.739603,2.3947895
205,-0.06652435440566004,0.06652435440566004,0,"(256, 8)",False,10.449195,3.0058897
14,-0.06573421571082518,0.06573421571082518,0,"(256, 8)",False,6.7179127,5.3935747
168,-0.0652520450688627,0.0652520450688627,0,"(256, 8)",False,8.81223,1.386694
20,-0.06503956121557022,0.06503956121557022,0,"(256, 8)",True,6.198638,7.1769032
340,-0.06487862720357274,0.06487862720357274,1,"(128, 6)",False,6.5508847,6.4606752
221,-0.06430858026563062,0.06430858026563062,0,"(256, 8)",False,10.065113,6.33199
208,-0.06381276888337954,0.06381276888337954,0,"(256, 8)",False,10.438676,7.1829233
378,0.06370804502946256,0.06370804502946256,1,"(128, 6)",True,6.904747,8.511127
104,-0.06276659302785448,0.06276659302785448,0,"(256, 8)",False,8.95328,1.5055494
185,0.06264453246038235,0.06264453246038235,0,"(256, 8)",False,13.56768,8.103989
50,-0.061117541243115296,0.061117541243115296,0,"(256, 8)",False,13.777376,6.860372
143,-0.06106041206080941,0.06106041206080941,0,"(256, 8)",False,13.519309,7.0121517
220,0.060110327463354145,0.060110327463354145,0,"(256, 8)",False,13.335649,7.9301653
124,0.05816841256200388,0.05816841256200388,0,"(256, 8)",False,8.759677,1.4655108
100,-0.05679217264847655,0.05679217264847655,0,"(256, 8)",True,8.8936405,1.4650735
57,-0.05568686458249699,0.05568686458249699,0,"(256, 8)",False,13.927527,7.012876
238,-0.05540314311046535,0.05540314311046535,0,"(256, 8)",False,9.30839,5.5004635
326,-0.05473012947132167,0.05473012947132167,1,"(128, 6)",False,6.697986,5.1263633
105,0.05463401370458983,0.05463401370458983,0,"(256, 8)",False,12.384545,7.9143443
232,0.05378547276262942,0.05378547276262942,0,"(256, 8)",False,13.58953,7.6644974
157,-0.05280979093214454,0.05280979093214454,0,"(256, 8)",False,7.6732416,9.163613
62,-0.05243969878507551,0.05243969878507551,0,"(256, 8)",False,11.924737,6.411951
149,-0.05226034123262604,0.05226034123262604,0,"(256, 8)",False,10.407328,4.7889667
422,0.05145876900338431,0.05145876900338431,2,"(64, 4)",False,7.9793725,1.9294934
363,0.05116543883577447,0.05116543883577447,1,"(128, 6)",False,6.6488214,5.7268376
337,-0.05067660662670459,0.05067660662670459,1,"(128, 6)",False,9.731618,2.9658475
154,0.050657467478566795,0.050657467478566795,0,"(256, 8)",False,10.485397,5.4250484
35,-0.05054063915263435,0.05054063915263435,0,"(256, 8)",False,11.3735895,5.4660816
190,0.04957843440999728,0.04957843440999728,0,"(256, 8)",True,12.192653,8.659606
99,-0.04950233149950817,0.04950233149950817,0,"(256, 8)",False,10.231031,5.5973043
8,-0.04930812630276852,0.04930812630276852,0,"(256, 8)",False,13.86674,7.5969887
324,-0.04854892396416107,0.04854892396416107,1,"(128, 6)",False,7.284337,4.827841
144,-0.04742456276595379,0.04742456276595379,0,"(256, 8)",False,6.8289685,5.066622
212,0.04741821702901358,0.04741821702901358,0,"(256, 8)",False,8.782865,1.4012252
415,0.046439919383364794,0.046439919383364794,2,"(64, 4)",False,9.067948,7.601075
209,-0.04615184893809821,0.04615184893809821,0,"(256, 8)",False,12.381543,8.381
353,-0.0458592887287098,0.0458592887287098,1,"(128, 6)",False,8.198293,2.411945
246,-0.04559070377488607,0.04559070377488607,0,"(256, 8)",False,9.87137,5.252962
38,-0.04531702558536767,0.04531702558536767,0,"(256, 8)",True,11.849314,6.4823194
102,-0.045167730130262075,0.045167730130262075,0,"(256, 8)",False,7.416685,9.239087
249,-0.044943575518483214,0.044943575518483214,0,"(256, 8)",True,13.741195,6.8714223
201,-0.04469736160959324,0.04469736160959324,0,"(256, 8)",False,12.78235,8.329758
344,-0.043706629149924806,0.043706629149924806,1,"(128, 6)",False,10.086927,5.7236843
25,-0.04304026794651816,0.04304026794651816,0,"(256, 8)",False,10.280239,4.8630924
49,0.04291766346916458,0.04291766346916458,0,"(256, 8)",False,9.211782,7.5378838
136,-0.042910350894078825,0.042910350894078825,0,"(256, 8)",False,11.54623,6.1724
4,0.042690224407367514,0.042690224407367514,0,"(256, 8)",False,12.509073,7.003166
6,-0.04246691412108562,0.04246691412108562,0,"(256, 8)",False,11.430484,5.5023174
9,-0.04241045075484472,0.04241045075484472,0,"(256, 8)",False,13.832248,7.51313
159,-0.04232344705855056,0.04232344705855056,0,"(256, 8)",False,6.001547,7.2140517
12,0.04221391295273875,0.04221391295273875,0,"(256, 8)",False,13.451681,8.110158
61,-0.0420416927400465,0.0420416927400465,0,"(256, 8)",True,13.610305,6.715617
447,0.0418457540264622,0.0418457540264622,2,"(64, 4)",False,4.695018,7.415651
427,0.04129737082650074,0.04129737082650074,2,"(64, 4)",False,1.6493307,8.22181
29,-0.04067770013967027,0.04067770013967027,0,"(256, 8)",False,10.316344,2.9510446
28,0.04060904511802681,0.04060904511802681,0,"(256, 8)",True,13.972709,7.259846
393,0.04014511051415083,0.04014511051415083,2,"(64, 4)",False,3.88335,7.6737237
3,-0.039917733044654374,0.039917733044654374,0,"(256, 8)",False,13.904168,7.5435066
274,0.039051545672783614,0.039051545672783614,1,"(128, 6)",False,5.3850327,7.4655714
293,-0.03895696140049773,0.03895696140049773,1,"(128, 6)",False,5.5257125,7.546951
41,-0.038751862832464394,0.038751862832464394,0,"(256, 8)",False,11.968988,6.382703
215,-0.03824970197491036,0.03824970197491036,0,"(256, 8)",False,10.609542,6.155358
292,0.0381446918280871,0.0381446918280871,1,"(128, 6)",False,5.4292555,8.43243
60,0.03728754869117437,0.03728754869117437,0,"(256, 8)",False,9.226318,5.691662
123,-0.03704518558308287,0.03704518558308287,0,"(256, 8)",False,6.6896234,5.4369082
53,0.03698711143638181,0.03698711143638181,0,"(256, 8)",False,13.835466,7.652065
107,-0.03544757376477187,0.03544757376477187,0,"(256, 8)",False,9.570265,2.4103177
2,-0.035440080529895356,0.035440080529895356,0,"(256, 8)",False,13.031463,7.544205
315,-0.03543221528986854,0.03543221528986854,1,"(128, 6)",True,9.605675,7.7059793
54,0.03435871890576335,0.03435871890576335,0,"(256, 8)",False,12.880172,8.325577
103,-0.03417855679738578,0.03417855679738578,0,"(256, 8)",False,8.188261,6.113196
243,-0.03389231898763259,0.03389231898763259,0,"(256, 8)",False,8.2906275,2.1694376
312,0.0327073327228007,0.0327073327228007,1,"(128, 6)",False,8.700418,6.3194613
174,-0.029551484310931197,0.029551484310931197,0,"(256, 8)",False,10.997483,8.363955
127,-0.026097274027962157,0.026097274027962157,0,"(256, 8)",False,9.978751,3.287708
432,0.024804299530501575,0.024804299530501575,2,"(64, 4)",False,2.04902,7.843209
153,0.024690439478811978,0.024690439478811978,0,"(256, 8)",True,12.357246,7.0735283
93,0.024174025382620243,0.024174025382620243,0,"(256, 8)",False,10.473467,6.126967
328,-0.0241308399751185,0.0241308399751185,1,"(128, 6)",True,10.10725,5.1546235
193,-0.023943053264989047,0.023943053264989047,0,"(256, 8)",False,5.7863927,9.096504
347,0.023509109233679566,0.023509109233679566,1,"(128, 6)",False,6.871079,4.4993625
320,-0.022834633617119963,0.022834633617119963,1,"(128, 6)",False,8.087867,2.5751226
37,0.021037381409852982,0.021037381409852982,0,"(256, 8)",False,8.065218,4.771957
231,0.020903137169482278,0.020903137169482278,0,"(256, 8)",False,11.95043,7.545297
217,0.019791455348383807,0.019791455348383807,0,"(256, 8)",False,7.812457,4.3245606
230,-0.018752160033682828,0.018752160033682828,0,"(256, 8)",False,10.33226,5.824016
213,0.01775909523521099,0.01775909523521099,0,"(256, 8)",True,9.457638,2.9523563
164,0.01766279597935639,0.01766279597935639,0,"(256, 8)",True,9.80185,6.8465767
139,0.017092364967262963,0.017092364967262963,0,"(256, 8)",True,10.5294895,3.1345196
406,0.017003618504592886,0.017003618504592886,2,"(64, 4)",True,1.9073886,8.115165
81,-0.015109152094593296,0.015109152094593296,0,"(256, 8)",True,4.017867,7.57693
106,-0.014723850436433728,0.014723850436433728,0,"(256, 8)",True,9.230728,2.4327607
296,-0.014098142900891172,0.014098142900891172,1,"(128, 6)",True,5.391663,7.236163
207,-0.014069699257773315,0.014069699257773315,0,"(256, 8)",True,9.784055,3.0779521
96,-0.013950556014995653,0.013950556014995653,0,"(256, 8)",True,8.368928,2.0435402
17,0.012299771064089922,0.012299771064089922,0,"(256, 8)",True,10.044539,3.7077708
21,0.011949197239604149,0.011949197239604149,0,"(256, 8)",True,9.493116,5.251173
369,0.010233545980743313,0.010233545980743313,1,"(128, 6)",True,7.3022647,3.756857
74,-0.010121761000343779,0.010121761000343779,0,"(256, 8)",True,7.201534,8.390054
176,0.009926630292017494,0.009926630292017494,0,"(256, 8)",True,7.917872,4.54487
436,-0.00969004686317238,0.00969004686317238,2,"(64, 4)",True,2.0377026,8.002747
112,-0.009327387818314766,0.009327387818314766,0,"(256, 8)",True,9.865695,3.1374629
330,-0.008490832555955185,0.008490832555955185,1,"(128, 6)",True,9.133948,7.4668584
10,-0.00820997949905545,0.00820997949905545,0,"(256, 8)",True,9.4767065,6.767164
23,-0.007171058276564403,0.007171058276564403,0,"(256, 8)",True,12.080122,7.474864
254,-0.006355080318552428,0.006355080318552428,0,"(256, 8)",True,11.123177,7.8685613
90,-0.005819675783862707,0.005819675783862707,0,"(256, 8)",True,7.0472527,4.36902
52,-0.005262177090319406,0.005262177090319406,0,"(256, 8)",True,12.5724945,8.311639
297,-0.004107322588062117,0.004107322588062117,1,"(128, 6)",True,8.746125,3.7437801
306,-0.002788911648754588,0.002788911648754588,1,"(128, 6)",True,7.3076377,4.0385294
262,0.0022244870166346934,0.0022244870166346934,1,"(128, 6)",True,2.567601,7.8195577
150,0.0017534614549313005,0.0017534614549313005,0,"(256, 8)",True,8.779393,1.3596298
166,-0.001726162533549082,0.001726162533549082,0,"(256, 8)",True,11.830062,6.1521254
237,-0.0011933010037865042,0.0011933010037865042,0,"(256, 8)",True,8.0859,2.5750034
224,0.0011884176264541505,0.0011884176264541505,0,"(256, 8)",True,11.276311,5.358371
134,0.0011088787666884113,0.0011088787666884113,0,"(256, 8)",True,9.491816,2.3404386
85,-5.059668492638338e-05,5.059668492638338e-05,0,"(256, 8)",True,10.427492,4.784926
